trade_id,direction,entry_time,entry_price,exit_time,exit_price,size,pnl,fee,net_pnl,capital_after,note
249,SHORT,2025-12-02 14:00:00,87646.79,2025-12-02 14:05:00,87832.68,0.1,-18.588999999999942,0.0,-18.588999999999942,10376.838999999982,
250,LONG,2025-12-02 14:05:00,87832.68,2025-12-02 14:20:00,88293.93,0.1,46.125,0.0,46.125,10422.963999999982,
251,SHORT,2025-12-02 14:20:00,88293.93,2025-12-02 14:24:00,88565.41,0.1,-27.148000000001048,0.0,-27.148000000001048,10395.81599999998,
252,LONG,2025-12-02 14:24:00,88565.41,2025-12-02 14:30:00,88527.52,0.1,-3.788999999999942,0.0,-3.788999999999942,10392.02699999998,
253,SHORT,2025-12-02 14:30:00,88527.52,2025-12-02 14:32:00,88642.0,0.1,-11.447999999999594,0.0,-11.447999999999594,10380.57899999998,
254,LONG,2025-12-02 14:32:00,88642.0,2025-12-02 14:40:00,88541.42,0.1,-10.058000000000176,0.0,-10.058000000000176,10370.520999999979,
255,SHORT,2025-12-02 14:40:00,88541.42,2025-12-02 14:44:00,88830.73,0.1,-28.93099999999977,0.0,-28.93099999999977,10341.589999999978,
256,LONG,2025-12-02 14:44:00,88830.73,2025-12-02 14:53:00,88928.79,0.1,9.805999999999768,0.0,9.805999999999768,10351.395999999979,
257,SHORT,2025-12-02 14:53:00,88928.79,2025-12-02 14:58:00,89200.0,0.1,-27.12100000000064,0.0,-27.12100000000064,10324.274999999978,
258,LONG,2025-12-02 14:58:00,89200.0,2025-12-02 15:18:00,90510.0,0.1,131.0,0.0,131.0,10455.274999999978,
259,SHORT,2025-12-02 15:18:00,90510.0,2025-12-02 15:38:00,90305.4,0.1,20.460000000000583,0.0,20.460000000000583,10475.734999999979,
260,LONG,2025-12-02 15:38:00,90305.4,2025-12-02 15:57:00,90848.46,0.1,54.30600000000123,0.0,54.30600000000123,10530.04099999998,
261,SHORT,2025-12-02 15:57:00,90848.46,2025-12-02 16:01:00,91045.14,0.1,-19.667999999999303,0.0,-19.667999999999303,10510.37299999998,
262,LONG,2025-12-02 16:01:00,91045.14,2025-12-02 16:06:00,90964.37,0.1,-8.077000000000409,0.0,-8.077000000000409,10502.295999999978,
263,SHORT,2025-12-02 16:06:00,90964.37,2025-12-02 16:30:00,90525.25,0.1,43.91199999999954,0.0,43.91199999999954,10546.207999999979,
264,LONG,2025-12-02 16:30:00,90525.25,2025-12-02 16:42:00,90681.83,0.1,15.658000000000175,0.0,15.658000000000175,10561.865999999978,
265,SHORT,2025-12-02 16:42:00,90681.83,2025-12-02 16:51:00,90843.23,0.1,-16.139999999999418,0.0,-16.139999999999418,10545.725999999979,
266,LONG,2025-12-02 16:51:00,90843.23,2025-12-02 16:58:00,90828.06,0.1,-1.5169999999998254,0.0,-1.5169999999998254,10544.208999999979,
267,SHORT,2025-12-02 16:58:00,90828.06,2025-12-02 17:05:00,91078.12,0.1,-25.00599999999977,0.0,-25.00599999999977,10519.20299999998,
268,LONG,2025-12-02 17:05:00,91078.12,2025-12-02 17:07:00,90898.73,0.1,-17.938999999999943,0.0,-17.938999999999943,10501.26399999998,
269,SHORT,2025-12-02 17:07:00,90898.73,2025-12-02 17:12:00,91092.45,0.1,-19.372000000000117,0.0,-19.372000000000117,10481.89199999998,
270,LONG,2025-12-02 17:12:00,91092.45,2025-12-02 17:37:00,91712.57,0.1,62.012000000000995,0.0,62.012000000000995,10543.90399999998,
271,SHORT,2025-12-02 17:37:00,91712.57,2025-12-02 17:43:00,91696.81,0.1,1.5760000000009313,0.0,1.5760000000009313,10545.479999999981,
272,LONG,2025-12-02 17:43:00,91696.81,2025-12-02 17:45:00,91580.03,0.1,-11.677999999999884,0.0,-11.677999999999884,10533.801999999981,
273,SHORT,2025-12-02 17:45:00,91580.03,2025-12-02 17:54:00,91658.79,0.1,-7.875999999999476,0.0,-7.875999999999476,10525.925999999981,
274,LONG,2025-12-02 17:54:00,91658.79,2025-12-02 17:57:00,91411.21,0.1,-24.75799999999872,0.0,-24.75799999999872,10501.167999999983,
275,SHORT,2025-12-02 17:57:00,91411.21,2025-12-02 18:02:00,91637.92,0.1,-22.670999999999186,0.0,-22.670999999999186,10478.496999999985,
276,LONG,2025-12-02 18:02:00,91637.92,2025-12-02 18:25:00,91912.01,0.1,27.40899999999965,0.0,27.40899999999965,10505.905999999984,
277,SHORT,2025-12-02 18:25:00,91912.01,2025-12-02 18:31:00,92113.32,0.1,-20.131000000001222,0.0,-20.131000000001222,10485.774999999983,
278,LONG,2025-12-02 18:31:00,92113.32,2025-12-02 18:39:00,91910.78,0.1,-20.254000000000815,0.0,-20.254000000000815,10465.520999999982,
279,SHORT,2025-12-02 18:39:00,91910.78,2025-12-02 18:48:00,92036.57,0.1,-12.579000000000816,0.0,-12.579000000000816,10452.94199999998,
280,LONG,2025-12-02 18:48:00,92036.57,2025-12-02 18:50:00,91898.05,0.1,-13.852000000000409,0.0,-13.852000000000409,10439.08999999998,
281,SHORT,2025-12-02 18:50:00,91898.05,2025-12-02 18:59:00,91954.49,0.1,-5.644000000000233,0.0,-5.644000000000233,10433.44599999998,
282,LONG,2025-12-02 18:59:00,91954.49,2025-12-02 19:08:00,92024.57,0.1,7.008000000000175,0.0,7.008000000000175,10440.45399999998,
283,SHORT,2025-12-02 19:08:00,92024.57,2025-12-02 19:18:00,92107.0,0.1,-8.242999999999302,0.0,-8.242999999999302,10432.210999999981,
284,LONG,2025-12-02 19:18:00,92107.0,2025-12-02 19:20:00,91923.28,0.1,-18.372000000000117,0.0,-18.372000000000117,10413.838999999982,
285,SHORT,2025-12-02 19:20:00,91923.28,2025-12-02 19:26:00,92020.86,0.1,-9.758000000000175,0.0,-9.758000000000175,10404.080999999982,
286,LONG,2025-12-02 19:26:00,92020.86,2025-12-02 19:43:00,92148.8,0.1,12.794000000000233,0.0,12.794000000000233,10416.874999999982,
287,SHORT,2025-12-02 19:43:00,92148.8,2025-12-02 20:07:00,91802.34,0.1,34.64600000000064,0.0,34.64600000000064,10451.520999999982,
288,LONG,2025-12-02 20:07:00,91802.34,2025-12-02 20:11:00,91678.37,0.1,-12.397000000000117,0.0,-12.397000000000117,10439.123999999982,
289,SHORT,2025-12-02 20:11:00,91678.37,2025-12-02 20:27:00,91367.09,0.1,31.127999999999886,0.0,31.127999999999886,10470.251999999982,
